1057074,Podiatry,B8,Podiatry
1057074,Surgery-Bariatrics,D4,Bariatric Surgery
1057074,Medicine/Nephrology,46,Nephrology
1057074,Dentistry/Oral Surge,A0,Dent/Oral Surg
1057074,Burn Unit,91,Burn Treatment
1057074,Medicine/Gastroenter,27,Gastroenterology
1057074,Radiation Oncology,79,Rad Onc / Rx Radiology
1057074,Medicine/Endocrinolo,23,Endocrinology
1057074,Surgery/Trauma,80,Trauma
3691,#NAME?,00,Unclassified
3691,(DO)OTOLARYN/FAC SUG,58,Otolaryn/Head&Neck
3691,** UNKNOWN **,99,Unknown
3691,********SERVICE ONLY,00,Unclassified
3691,***MEDICAL INPATIENT,00,Unclassified
3691,**UNKNOWN,99,Unknown
3691,*ANESTHESIA,06,Anesthesia
3691,*BC,00,Unclassified
3691,*FAMILY PRACTICE,25,Family Practice
3691,*GASTROENTEROLOGY,27,Gastroenterology
3691,*PAIN MANAGMENT,85,Pain Management
3691,*TH,00,Unclassified
3691,*UT,00,Unclassified
3691,?,99,Unknown
3691,[NULL],99,Unknown
3691,A,99,Unknown
3691,A AND C PATH,00,Unclassified
3691,A.ENDO,23,Endocrinology
3691,ABDOMINAL SURGERY,32,General Surgery
3691,ABDOMINAL TRANSPLANT,32,General Surgery
3691,ABDUR,00,Unclassified
3691,AC,00,Unclassified
3691,ACUPUNCTURE,00,Unclassified
3691,ACUPUNCTURIST,00,Unclassified
3691,ACUPUNTURE,00,Unclassified
3691,ACUTE CARE,39,General Internal Med
3691,ACUTE CARE ARNP/PA,C6,Physician Assistant – Medicine
3691,ACUTE CARE H,39,General Internal Med
3691,ACUTE CARE HOSPITAL,39,General Internal Med
3691,ACUTE CARE HOSPITALS,39,General Internal Med
3691,ACUTE CARE NP,D0,Nurse Practitioner - Medicine
3691,ACUTE CARE NURSE PRA,D0,Nurse Practitioner - Medicine
3691,ACUTE CARE PEDIATRIC,39,General Internal Med
3691,ACUTE CARE/HOUSE,39,General Internal Med
3691,ACUTE REHABILITATION,69,Physical Med/Rehab
3691,ADDICITIVE MEDICINE,A1,Addiction
3691,ADDICTION,A1,Addiction
3691,ADDICTION (S,A1,Addiction
3691,ADDICTION COUNSELOR,A1,Addiction
3691,ADDICTION MEDICINE,A1,Addiction
3691,ADDICTION MEDICINE-,A1,Addiction
3691,ADDICTION PSYCHIAT,A1,Addiction
3691,ADDICTION PSYCHIATRY,A1,Addiction
3691,ADDICTIONOLOGY,A1,Addiction
3691,ADMINISTRATIVE MEDIC,A1,Addiction
3691,"ADOLEMEDPEDS, INTERN",86,Adolescent Med
3691,ADOLES/ADULT MED,86,Adolescent Med
3691,ADOLESCENT,86,Adolescent Med
3691,ADOLESCENT M,86,Adolescent Med
3691,ADOLESCENT MED,86,Adolescent Med
3691,ADOLESCENT MEDICINE,86,Adolescent Med
3691,ADOLESCENT MEDICINE-,86,Adolescent Med
3691,ADOLESCENT PSYCHIATR,13,Child/Adoles Psych
3691,ADT SHORT TERM RESID,00,Unclassified
3691,ADTC RESIDENTIAL,00,Unclassified
3691,ADULT (MEDICAL-SURGI,00,Unclassified
3691,ADULT COMPANION,00,Unclassified
3691,ADULT CONGENITAL HEA,39,General Internal Med
3691,ADULT HEALTH,39,General Internal Med
3691,ADULT HEALTH NP,39,General Internal Med
3691,ADULT HOSPITAL MEDIC,39,General Internal Med
3691,ADULT HOSPITALIST,C2,Hospitalist
3691,ADULT MEDICI,39,General Internal Med
3691,ADULT MEDICINE,39,General Internal Med
3691,ADULT MENTAL HEALTH,59,General Psychiatry
3691,ADULT NEUROLOGY,44,General Neurology
3691,ADULT NEUROLOGY NP,D0,Nurse Practitioner - Medicine
3691,ADULT NEUROLOGY PA,C6,Physician Assistant – Medicine
3691,ADULT NURSE PRACTIO,C6,Physician Assistant – Medicine
3691,ADULT NURSE PRACTITI,C6,Physician Assistant – Medicine
3691,ADULT PSYCH,59,General Psychiatry
3691,ADULT PSYCH/MENTAL H,59,General Psychiatry
3691,ADULT PSYCHIATRIC AN,59,General Psychiatry
3691,ADULT PSYCHIATRY,59,General Psychiatry
3691,ADULT RECONST ORTHO,71,Plastic Surg
3691,ADULT RECONSTRUCTIVE,71,Plastic Surg
3691,ADULT STEM CELL TRAN,00,Unclassified
3691,ADULT TRANSTHORACIC,C5,Thoracic Surgery
3691,ADULT/PEDI ENDOCRINO,23,Endocrinology
3691,ADULT-GERONTOLOGY AC,39,General Internal Med
3691,ADULT-GERONTOLOGY PR,39,General Internal Med
3691,ADV LAPARASCOPIC SUR,32,General Surgery
3691,ADV NURSE PRACTITIO,D0,Nurse Practitioner - Medicine
3691,Adv Practice Midwife,B1,Midwifery
3691,ADV PRACTICED MIDWIF,B1,Midwifery
3691,ADV REG NURSE PRACT,00,Unclassified
3691,ADVANCE PRACTICE MID,B1,Midwifery
3691,Advance Practice Reg,00,Unclassified
3691,ADVANCED CARDIOTHORA,C5,Thoracic Surgery
3691,ADVANCED HEART FAILU,10,Cardiology
3691,ADVANCED INTERVENTIO,E2,Interventional Cardiology
3691,ADVANCED ONCOLOGY CE,A3,Internal Med Heme/Onc
3691,ADVANCED PRACTICE DE,A0,Dent/Oral Surg
3691,ADVANCED PRACTICE MI,00,Unclassified
3691,ADVANCED PRACTICE NU,00,Unclassified
3691,ADVANCED PRACTICE RE,00,Unclassified
3691,AEROSPACE MEDICINE,00,Unclassified
3691,AHP,00,Unclassified
3691,AHP - TRAUMA/NURSE P,D0,Nurse Practitioner - Medicine
3691,AHP II,00,Unclassified
3691,AI ALLERGY/IMMUNOLOG,04,Allergy/Immunology
3691,AIM,00,Unclassified
3691,AL,00,Unclassified
3691,ALAN C.,00,Unclassified
3691,ALCOHOL & DRUG TREAT,A1,Addiction
3691,ALEXANDER,00,Unclassified
3691,ALG,00,Unclassified
3691,ALIM,00,Unclassified
3691,ALL,00,Unclassified
3691,ALL OTHER,00,Unclassified
3691,ALLE,00,Unclassified
3691,ALLE1,04,Allergy/Immunology
3691,ALLER,04,Allergy/Immunology
3691,ALLERGISTS,04,Allergy/Immunology
3691,ALLERGY,04,Allergy/Immunology
3691,ALLERGY  IMMUNOLOGY,04,Allergy/Immunology
3691,ALLERGY & IMMUNO,04,Allergy/Immunology
3691,ALLERGY & IMMUNOLOGY,04,Allergy/Immunology
3691,ALLERGY & INFECTIOUS,04,Allergy/Immunology
3691,ALLERGY (ALL),04,Allergy/Immunology
3691,ALLERGY / IMMUNOLOGY,04,Allergy/Immunology
3691,ALLERGY AND IMMUNOLO,04,Allergy/Immunology
3691,ALLERGY IMMU,04,Allergy/Immunology
3691,ALLERGY IMMUNOLOGY,04,Allergy/Immunology
3691,ALLERGY IMMUNOLOGY C,04,Allergy/Immunology
3691,ALLERGY MED,04,Allergy/Immunology
3691,ALLERGY&IMM--ALLERGY,04,Allergy/Immunology
3691,ALLERGY&IMM--CLINICA,04,Allergy/Immunology
3691,ALLERGY/ASTHMA,04,Allergy/Immunology
3691,ALLERGY/IMMUN,04,Allergy/Immunology
3691,ALLERGY/IMMUNOLGY,04,Allergy/Immunology
3691,ALLERGY/IMMUNOLOGY,04,Allergy/Immunology
3691,ALLERGY/IMMUNOLO-ME,04,Allergy/Immunology
3691,ALLERGY/IMMUNOTHERAP,04,Allergy/Immunology
3691,ALLERGY/RHEUMATOLOGY,04,Allergy/Immunology
3691,ALLERGY-IMMUNOLOGY,04,Allergy/Immunology
3691,ALLI,00,Unclassified
3691,ALLIANCE HOSPITALIST,C2,Hospitalist
3691,ALLIED HEALTH OTHER,00,Unclassified
3691,ALLIED HEALTH PROF,00,Unclassified
3691,ALLIED HEALTH PROFES,00,Unclassified
3691,ALLOPATHIC & OSTEOPA,00,Unclassified
3691,ALLOPATHIC &OSTEOPAT,00,Unclassified
3691,ALTERNATIVE & PREVEN,00,Unclassified
3691,ALTERNATIVE MEDICINE,00,Unclassified
3691,AMBULANCE,22,Emergency Med
3691,AMBULATORY,22,Emergency Med
3691,AMBULATORY CARE,22,Emergency Med
3691,AMBULATORY CARE MEDI,22,Emergency Med
3691,AMBULATORY HEALTH CA,22,Emergency Med
3691,AMBULATORY HEALTH CL,22,Emergency Med
3691,AMBULATORY MEDIC,22,Emergency Med
3691,AMBULATORY SERVICES,22,Emergency Med
3691,AMILY MEDICINE,25,Family Practice
3691,AN,00,Unclassified
3691,ANATOMIC & CLINICAL,00,Unclassified
3691,ANATOMIC AND CLINICA,72,Anatomic/Clinical Path
3691,ANATOMIC PAT,72,Anatomic/Clinical Path
3691,ANATOMIC PATH/CLIN,72,Anatomic/Clinical Path
3691,ANATOMIC PATH/CLIN P,72,Anatomic/Clinical Path
3691,ANATOMIC PATHOLOGY,72,Anatomic/Clinical Path
3691,ANATOMIC PATHOLOGY &,72,Anatomic/Clinical Path
3691,ANATOMIC PATHOLOGY A,72,Anatomic/Clinical Path
3691,ANATOMIC/CLINICAL PA,72,Anatomic/Clinical Path
3691,ANATOMICAL & CLINICA,72,Anatomic/Clinical Path
3691,ANATOMICAL AND CLINI,72,Anatomic/Clinical Path
3691,ANATOMICAL PATHOLO,72,Anatomic/Clinical Path
3691,ANATOMICAL PATHOLOGY,72,Anatomic/Clinical Path
3691,ANATOMICCLINICAL PA,72,Anatomic/Clinical Path
3691,ANCILARY,00,Unclassified
3691,ANDREA,00,Unclassified
3691,ANDREAS,00,Unclassified
3691,ANDREW L.,00,Unclassified
3691,ANDROLOGY AND INFERT,00,Unclassified
3691,ANE,06,Anesthesia
3691,ANES,06,Anesthesia
3691,ANES PAIN MED,85,Pain Management
3691,"ANES PAIN MED, PAIN",85,Pain Management
3691,ANES1,06,Anesthesia
3691,ANES2,06,Anesthesia
3691,ANESPAIN,85,Pain Management
3691,ANEST,06,Anesthesia
3691,ANESTH-CRITICAL CARE,06,Anesthesia
3691,ANESTHESIA,06,Anesthesia
3691,ANESTHESIA CRITICAL,06,Anesthesia
3691,ANESTHESIA PAIN MID-,85,Pain Management
3691,ANESTHESIA PAIN NP,D0,Nurse Practitioner - Medicine
3691,ANESTHESIA TECH,00,Unclassified
3691,ANESTHESIA/PAIN MANA,85,Pain Management
3691,ANESTHESIA/PAIN MGMT,85,Pain Management
3691,ANESTHESIOL,06,Anesthesia
3691,ANESTHESIOLOG,06,Anesthesia
3691,ANESTHESIOLOG ASST,06,Anesthesia
3691,ANESTHESIOLOGIST,06,Anesthesia
3691,ANESTHESIOLOGIST ASS,06,Anesthesia
3691,ANESTHESIOLOGY,06,Anesthesia
3691,ANESTHESIOLOGY - ANE,06,Anesthesia
3691,ANESTHESIOLOGY - DOC,06,Anesthesia
3691,ANESTHESIOLOGY - MED,06,Anesthesia
3691,ANESTHESIOLOGY - NUR,06,Anesthesia
3691,ANESTHESIOLOGY - UNK,06,Anesthesia
3691,ANESTHESIOLOGY & PAI,85,Pain Management
3691,ANESTHESIOLOGY (,06,Anesthesia
3691,ANESTHESIOLOGY (ANE),06,Anesthesia
3691,ANESTHESIOLOGY (CRNA,06,Anesthesia
3691,Anesthesiology Addi,06,Anesthesia
3691,ANESTHESIOLOGY ANEST,06,Anesthesia
3691,ANESTHESIOLOGY CARDI,06,Anesthesia
3691,ANESTHESIOLOGY CRITI,06,Anesthesia
3691,ANESTHESIOLOGY PAIN,85,Pain Management
3691,"ANESTHESIOLOGY, ADDI",06,Anesthesia
3691,"ANESTHESIOLOGY, CERT",06,Anesthesia
3691,"ANESTHESIOLOGY, CRIT",06,Anesthesia
3691,"ANESTHESIOLOGY, PAIN",85,Pain Management
3691,"ANESTHESIOLOGY,CARDI",06,Anesthesia
3691,"ANESTHESIOLOGY,CRITI",06,Anesthesia
3691,"ANESTHESIOLOGY,PAIN",85,Pain Management
3691,ANESTHESIOLOGY/ADDIC,06,Anesthesia
3691,ANESTHESIOLOGY/CRNA,06,Anesthesia
3691,ANESTHESIOLOGY/PAIN,85,Pain Management
3691,ANESTHESIOLOGY: PAIN,85,Pain Management
3691,ANESTHESIOLOGY:CRITI,06,Anesthesia
3691,ANESTHESIOLOGY:PAIN,85,Pain Management
3691,ANESTHESIOLOGY-SPECI,06,Anesthesia
3691,ANESTH-PAIN MEDICINE,85,Pain Management
3691,Anesth-Pediatric Ane,06,Anesthesia
3691,ANKLESURG,32,General Surgery
3691,ANKUR,00,Unclassified
3691,ANN E.,00,Unclassified
3691,ANP,00,Unclassified
3691,ANPAN,85,Pain Management
3691,ANS,85,Pain Management
3691,ANS ANESTHESIOLOGY,06,Anesthesia
3691,ANTHONY M.,00,Unclassified
3691,ANTICOAGULATION,00,Unclassified
3691,AP MIDWIFE,B1,Midwifery
3691,"APH,OB/GYN",00,Unclassified
3691,"APN,ANESTHESIOLOGY",00,Unclassified
3691,"APN,CARDIOLOGY",00,Unclassified
3691,"APN,EMERGENCY MEDICI",00,Unclassified
3691,"APN,FAMILY MEDICINE",00,Unclassified
3691,"APN,HEM/ONC",00,Unclassified
3691,"APN,HOSPITAL MEDICIN",00,Unclassified
3691,"APN,INFECTIOUS DISEA",00,Unclassified
3691,"APN,INTERNAL MEDICIN",00,Unclassified
3691,"APN,MED/SURG",00,Unclassified
3691,"APN,NEONATOLOGY",00,Unclassified
3691,"APN,PEDIATRICS",00,Unclassified
3691,"APN,RADIATION/ONCOLO",00,Unclassified
3691,"APN,SURGERY",00,Unclassified
3691,"APN,UROLOGY",00,Unclassified
3691,APRN,00,Unclassified
3691,ARN ARNP,00,Unclassified
3691,ARNP,00,Unclassified
3691,"ASSISTANT, PODIATRIC",00,Unclassified
3691,"ASTHMA,ALLERGY,IMMUN",04,Allergy/Immunology
3691,ATH,00,Unclassified
3691,Athletic Trainer,00,Unclassified
3691,ATHLETIC TRAINING,00,Unclassified
3691,ATTENDING,00,Unclassified
3691,AUDIOLOGIST,D5,Audiology/Speech Pathology
3691,AUDIOLOGIST:HEARING,D5,Audiology/Speech Pathology
3691,AUDIOLOGIST-HEARING,D5,Audiology/Speech Pathology
3691,AUDIOLOGY,D5,Audiology/Speech Pathology
3691,AUTOIMMUNE DISEASE,39,General Internal Med
3691,AUTOPSY ADULT,00,Unclassified
3691,B,00,Unclassified
3691,BARBARA,00,Unclassified
3691,BARIATRIC ENDOCRINOL,23,Endocrinology
3691,BARIATRIC MEDICINE,39,General Internal Med
3691,BARIATRIC SURGERY,D4,Bariatric Surgery
3691,BARIATRICS,39,General Internal Med
3691,BEHAV HEALTH ADULT,00,Unclassified
3691,BEHAVIOR ANALYST,00,Unclassified
3691,BEHAVIORAL,59,General Psychiatry
3691,BEHAVIORAL ANALYST,59,General Psychiatry
3691,BEHAVIORAL HEALT,59,General Psychiatry
3691,BEHAVIORAL HEALTH,59,General Psychiatry
3691,BEHAVIORAL HEALTH &,59,General Psychiatry
3691,BEHAVIORAL HEALTH FA,59,General Psychiatry
3691,BEHAVIORAL HEALTH PS,59,General Psychiatry
3691,BEHAVIORAL HEALTH/SU,59,General Psychiatry
3691,BEHAVIORAL NEUROLOGY,59,General Psychiatry
3691,BEHAVIORAL PEDIATRIC,59,General Psychiatry
3691,BEHAVIORAL TECHNICIA,59,General Psychiatry
3691,BENIGN GYNECOLOGY,52,General OB/Gyn
3691,BENIGN GYNECOLOGY NP,D0,Nurse Practitioner - Medicine
3691,BERRY,00,Unclassified
3691,BHP,00,Unclassified
3691,BIRTH CENTER,52,General OB/Gyn
3691,BLOOD,00,Unclassified
3691,BLOOD BANKING & TRAN,08,Blood Banking/Transf
3691,BOARD CERTIFIED BEHA,00,Unclassified
3691,BODY IMAGING,75,Gen Diag/Interv Radiology
3691,BONE MARROW (BMT,32,General Surgery
3691,BONE MARROW TRANS,32,General Surgery
3691,BONE MARROW TRANSPLA,32,General Surgery
3691,BONNI S,00,Unclassified
3691,BRAIN INJURY MEDICIN,39,General Internal Med
3691,BREAST HEALTH,39,General Internal Med
3691,BREAST IMAGING,00,Unclassified
3691,BREAST SURGERY,32,General Surgery
3691,BRENDA C.,00,Unclassified
3691,BRENNAN B.,00,Unclassified
3691,BRIAN E.,00,Unclassified
3691,BRIAN P.,00,Unclassified
3691,BSU,00,Unclassified
3691,BURN,80,Trauma
3691,BURN SURGERY,80,Trauma
3691,BURN UNIT,80,Trauma
3691,BURN/SURGERY,80,Trauma
3691,BURNS,80,Trauma
3691,C A PSYCH,59,General Psychiatry
3691,"C A PSYCH, UNSPECIFI",59,General Psychiatry
3691,C/DENT,A0,Dent/Oral Surg
3691,CALVIN T.,00,Unclassified
3691,CAM,00,Unclassified
3691,CAMC EMPLOYED NP,D0,Nurse Practitioner - Medicine
3691,CAR,00,Unclassified
3691,CARD,10,Cardiology
3691,CARD ELECTROPHYSIOLO,D8,Cardiac Electrophysiology
3691,CARD/THORACIC SURGER,C5,Thoracic Surgery
3691,CARD1,10,Cardiology
3691,CARDI,10,Cardiology
3691,CARDIAC ANESTHESIA,10,Cardiology
3691,CARDIAC CATHETERIZAT,10,Cardiology
3691,CARDIAC ELEC,D8,Cardiac Electrophysiology
3691,"CARDIAC ELEC, CARDIO",D8,Cardiac Electrophysiology
3691,CARDIAC ELECTROPHYS,D8,Cardiac Electrophysiology
3691,CARDIAC ELECTROPHYSI,D8,Cardiac Electrophysiology
3691,CARDIAC NURSING,00,Unclassified
3691,CARDIAC REHABILITATI,69,Physical Med/Rehab
3691,CARDIAC SERVICES,10,Cardiology
3691,CARDIAC SURGEON,C5,Thoracic Surgery
3691,CARDIAC SURGERY,C5,Thoracic Surgery
3691,CARDIAC SURGERY-SPEC,C5,Thoracic Surgery
3691,CARDIAC VASCULAR SUR,83,Vascular Surg
3691,CARDIAC/THORACIC SUR,C5,Thoracic Surgery
3691,CARDIAC-INTERVENTION,E2,Interventional Cardiology
3691,CARDINME,10,Cardiology
3691,CARDIO DISEASE,10,Cardiology
3691,CARDIO EP,10,Cardiology
3691,CARDIO THORACIC,C5,Thoracic Surgery
3691,CARDIO VASC  DISEASE,10,Cardiology
3691,CARDIO VASCULAR DISE,10,Cardiology
3691,CARDIO VASCULAR SURG,C5,Thoracic Surgery
3691,CARDIO/PULMONARY,10,Cardiology
3691,CARDIO/THORACIC,C5,Thoracic Surgery
3691,CARDIO/THORACIC SURG,C5,Thoracic Surgery
3691,CARDIO/VASC/THOR/SUR,C5,Thoracic Surgery
3691,CARDIOLOGIST,10,Cardiology
3691,CARDIOLOGY,10,Cardiology
3691,CARDIOLOGY - DOCTOR,10,Cardiology
3691,CARDIOLOGY - ELECTRO,D8,Cardiac Electrophysiology
3691,CARDIOLOGY - MEDICAL,10,Cardiology
3691,CARDIOLOGY - NURSE P,D0,Nurse Practitioner - Medicine
3691,CARDIOLOGY - UNKNOWN,10,Cardiology
3691,CARDIOLOGY (CAR),10,Cardiology
3691,CARDIOLOGY CATHLAB,10,Cardiology
3691,CARDIOLOGY CONSULT,10,Cardiology
3691,CARDIOLOGY INTERNAL,10,Cardiology
3691,CARDIOLOGY INTERVENT,E2,Interventional Cardiology
3691,CARDIOLOGY MED,10,Cardiology
3691,CARDIOLOGY MEDICINE,10,Cardiology
3691,CARDIOLOGY PNH,10,Cardiology
3691,CARDIOLOGY/ELECTROPH,D8,Cardiac Electrophysiology
3691,CARDIOLOGY-ELECTROPH,D8,Cardiac Electrophysiology
3691,CARDIOLOGY-INTERVE,E2,Interventional Cardiology
3691,CARDIOLOGY-INTERVENT,E2,Interventional Cardiology
3691,CARDIOLOGY-MEDICINE,10,Cardiology
3691,CARDIOLOGY--SPECIALT,10,Cardiology
3691,CARDIOLOGY-TELEMETRY,10,Cardiology
3691,CARDIOTH SUR,C5,Thoracic Surgery
3691,"CARDIOTH SUR, INTERN",00,Unclassified
3691,CARDIOTHORACIC,C5,Thoracic Surgery
3691,CARDIO-THORACIC,C5,Thoracic Surgery
3691,CARDIOTHORACIC AND V,C5,Thoracic Surgery
3691,CARDIOTHORACIC ANEST,06,Anesthesia
3691,CARDIOTHORACIC S,C5,Thoracic Surgery
3691,CARDIOTHORACIC SGY,C5,Thoracic Surgery
3691,CARDIOTHORACIC SURG,C5,Thoracic Surgery
3691,CARDIO-THORACIC SURG,C5,Thoracic Surgery
3691,CARDIOTHORACIC SURGE,C5,Thoracic Surgery
3691,CARDIOTHORACIC TRANS,C5,Thoracic Surgery
3691,CARDIOTHORACIC VASCU,C5,Thoracic Surgery
3691,CARDIOTHORACIC-VASCU,C5,Thoracic Surgery
3691,CARDIOVAS SURGERY,C5,Thoracic Surgery
3691,CARDIOVAS&THORACIC,C5,Thoracic Surgery
3691,CARDIOVAS/MED SURG,C5,Thoracic Surgery
3691,CARDIOVAS/THORACIC,C5,Thoracic Surgery
3691,CARDIOVASC DIS,10,Cardiology
3691,CARDIOVASC DISEASE,10,Cardiology
3691,CARDIOVASC DS,10,Cardiology
3691,"CARDIOVASC DS, INTER",10,Cardiology
3691,"CARDIOVASC DS, UNSPE",10,Cardiology
3691,CARDIOVASC SURGERY,C5,Thoracic Surgery
3691,CARDIOVASCDISEASE,10,Cardiology
3691,CARDIOVASCLR DISEASE,10,Cardiology
3691,CARDIOVASCLUAR DISEA,10,Cardiology
3691,CARDIOVASCR/THORAC,C5,Thoracic Surgery
3691,CARDIOVASCUALR DISEA,10,Cardiology
3691,CARDIOVASCULAR,10,Cardiology
3691,CARDIOVASCULAR DIS,10,Cardiology
3691,CARDIOVASCULAR DISEA,10,Cardiology
3691,CARDIOVASCULAR MED,10,Cardiology
3691,CARDIOVASCULAR MEDIC,10,Cardiology
3691,CARDIOVASCULAR OR CA,10,Cardiology
3691,CARDIOVASCULAR SURG,C5,Thoracic Surgery
3691,CARDIO-VASCULAR SURG,C5,Thoracic Surgery
3691,CARDIOVASCULAR SURGE,C5,Thoracic Surgery
3691,CARDIOVASCULAR SURGI,C5,Thoracic Surgery
3691,CARDIOVASCULAR/IM,10,Cardiology
3691,CARDIOVASCULAR/THOR,C5,Thoracic Surgery
3691,CARDIOVASCULAR/THORA,C5,Thoracic Surgery
3691,CARDOVASCULAR DIS,10,Cardiology
3691,CARDS,10,Cardiology
3691,CARE COORDINATION,00,Unclassified
3691,CARE MANAGEMENT,00,Unclassified
3691,CARE MANAGMENT SERVI,00,Unclassified
3691,CARIOLOGY,00,Unclassified
3691,CAR-MEDICINE,00,Unclassified
3691,CAR-OTHER,00,Unclassified
3691,CARR,00,Unclassified
3691,CARRCAR,00,Unclassified
3691,CARSU,00,Unclassified
3691,CARY,00,Unclassified
3691,CASE MANAGEMENT,00,Unclassified
3691,CASE MANAGER,00,Unclassified
3691,CASE MANAGER/CARE CO,00,Unclassified
3691,CAT,00,Unclassified
3691,CATH LAB,10,Cardiology
3691,CATHERINE S.,00,Unclassified
3691,CC PSYCHIATRY,59,General Psychiatry
3691,CCE,00,Unclassified
3691,CCM,00,Unclassified
3691,CEL,00,Unclassified
3691,CEREBROVASCULAR SURG,83,Vascular Surg
3691,CERT NURSE MIDWIFE,B1,Midwifery
3691,CERT NURSE MID-WIFE,B1,Midwifery
3691,CERT REG NURSE PRACT,D0,Nurse Practitioner - Medicine
3691,CERT REGIST NURSE AN,00,Unclassified
3691,CERTIFIED CLINICAL,00,Unclassified
3691,CERTIFIED CLINICAL N,00,Unclassified
3691,CERTIFIED CLINICAL T,00,Unclassified
3691,CERTIFIED DIABETES E,00,Unclassified
3691,CERTIFIED MIDWIFE,B1,Midwifery
3691,CERTIFIED NU,00,Unclassified
3691,CERTIFIED NURSE ANES,00,Unclassified
3691,CERTIFIED NURSE MID,B1,Midwifery
3691,CERTIFIED NURSE MID-,B1,Midwifery
3691,CERTIFIED NURSE MIDW,B1,Midwifery
3691,CERTIFIED NURSE PRAC,D0,Nurse Practitioner - Medicine
3691,CERTIFIED NURSE PRCT,D0,Nurse Practitioner - Medicine
3691,CERTIFIED NURSING AS,00,Unclassified
3691,CERTIFIED PHYSICIAN,00,Unclassified
3691,CERTIFIED REG NURSE,00,Unclassified
3691,CERTIFIED REGISTERED,00,Unclassified
3691,CHEM DEPENDENCY-ADDI,A1,Addiction
3691,CHEMICAL DEPENDENCY,A1,Addiction
3691,CHI,00,Unclassified
3691,CHILD & ADOL,13,Child/Adoles Psych
3691,CHILD & ADOLESCENT P,13,Child/Adoles Psych
3691,CHILD ABUSE AND NEGL,00,Unclassified
3691,CHILD ABUSE INTERVEN,00,Unclassified
3691,CHILD ABUSE PEDIATRI,00,Unclassified
3691,CHILD AND ADOLESCENT,13,Child/Adoles Psych
3691,CHILD LIFE,61,General Pediatrics
3691,CHILD LIFE SPECIALIS,61,General Pediatrics
3691,CHILD NEUROL,12,Pediatric Neurology
3691,"CHILD NEUROL, NEURO",12,Pediatric Neurology
3691,CHILD NEUROLOGY,12,Pediatric Neurology
3691,CHILD PSYCH,13,Child/Adoles Psych
3691,CHILD PSYCH/MENTAL H,13,Child/Adoles Psych
3691,CHILD PSYCHIATRY,13,Child/Adoles Psych
3691,CHILD PSYCHOLOGY,13,Child/Adoles Psych
3691,CHILD/ADOLES PSYCH,13,Child/Adoles Psych
3691,CHILD/ADOLESCENT PS,13,Child/Adoles Psych
3691,CHILD/ADOLESCENT PSY,13,Child/Adoles Psych
3691,CHILDBIRTH EDUCATOR,00,Unclassified
3691,CHIR,00,Unclassified
3691,CHIRO,00,Unclassified
3691,CHIROPCT,00,Unclassified
3691,CHIROPRACTIC,00,Unclassified
3691,CHIROPRACTIC MED,00,Unclassified
3691,CHIROPRACTIC MEDICIN,00,Unclassified
3691,CHIROPRACTICE,00,Unclassified
3691,CHIROPRACTICS,00,Unclassified
3691,CHIROPRACTOR,00,Unclassified
3691,"CHIROPRACTOR, INDEPE",00,Unclassified
3691,"CHIROPRACTOR, INTERN",00,Unclassified
3691,"CHIROPRACTOR, NEUROL",00,Unclassified
3691,"CHIROPRACTOR, NUTRIT",00,Unclassified
